name,resident_advisor_url,appearances,venues,latest_event,energy,experimental,melodic,dark,organic,vocal,depth,classic,genres,scenes,moods,description,similar_artists,soundcloud_url,spotify_id
Emel White,https://ra.co/events/2141498,1,Kunstgarten Pankow,2025-05-24T00:00:00.000,0.89,0.66,0.7,0.27,0.44,0.1,0.54,0.99,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Silvi Knallt,https://ra.co/events/2141498,1,Kunstgarten Pankow,2025-05-24T00:00:00.000,0.6,0.58,0.24,0.16,0.53,0.09,0.42,0.44,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Phillinger,https://ra.co/events/2141498,1,Kunstgarten Pankow,2025-05-24T00:00:00.000,0.55,0.63,0.46,0.16,0.93,0.94,0.23,0.2,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
MIRALEO,https://ra.co/events/2141498,1,Kunstgarten Pankow,2025-05-24T00:00:00.000,0.27,0.79,0.16,0.19,0.02,0.15,0.45,0.58,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Cronoselect,https://ra.co/events/2166915,1,Crack Bellmer,2025-05-24T00:00:00.000,0.12,0.72,0.15,0.57,0.97,0.11,0.88,0.27,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Fruxx,https://ra.co/events/2166915,1,Crack Bellmer,2025-05-24T00:00:00.000,0.45,0.71,0.48,0.95,0.99,0.11,0.33,0.88,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Kedi Bounce,https://ra.co/events/2149924,1,Paloma,2025-05-24T00:00:00.000,0.42,0.32,0.69,0.68,0.69,0.9,0.12,0.2,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Soul! Brother,https://ra.co/events/2149924,1,Paloma,2025-05-24T00:00:00.000,0.86,0.79,0.94,0.74,0.48,0.4,0.91,0.23,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DJ CHICHI,https://ra.co/events/2149924,1,Paloma,2025-05-24T00:00:00.000,0.54,0.24,0.35,0.09,0.02,0.06,0.64,0.15,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Freigeist,https://ra.co/events/2149924,1,Paloma,2025-05-24T00:00:00.000,0.38,0.33,0.49,0.32,0.91,0.53,0.53,0.09,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
critical P,https://ra.co/events/2149924,1,Paloma,2025-05-24T00:00:00.000,0.19,0.92,0.26,0.47,0.2,0.38,0.91,0.7,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Frau Kaufmann,https://ra.co/events/2161250,1,Cassiopeia,2025-05-24T00:00:00.000,0.54,0.92,0.64,0.67,0.99,0.99,0.06,0.32,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Rabella,https://ra.co/events/2161250,1,Cassiopeia,2025-05-24T00:00:00.000,0.55,0.58,0.45,0.43,0.73,0.64,0.89,0.1,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
BAHAA AL DEEN,https://ra.co/events/2149562,1,M01,2025-05-24T00:00:00.000,0.86,0.7,0.79,0.35,0.27,0.08,0.8,0.51,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
batmanka,https://ra.co/events/2149562,1,M01,2025-05-24T00:00:00.000,0.55,0.15,0.3,0.89,0.17,0.89,0.04,0.39,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Casey Fable,https://ra.co/events/2149562,1,M01,2025-05-24T00:00:00.000,0.92,0.54,0.75,0.53,0.48,0.44,0.46,0.87,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
E.lias,https://ra.co/events/2149562,1,M01,2025-05-24T00:00:00.000,0.75,0.18,0.48,0.58,0.47,0.89,0.76,0.29,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Oskar Knickelbein,https://ra.co/events/2149562,1,M01,2025-05-24T00:00:00.000,0.54,0.42,0.3,0.48,0.86,0.78,0.48,0.51,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Polly Pocket,https://ra.co/events/2149562,1,M01,2025-05-24T00:00:00.000,0.5,0.83,0.32,0.22,0.61,0.09,0.63,0.9,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Ramy Hasnawe,https://ra.co/events/2149562,1,M01,2025-05-24T00:00:00.000,0.1,0.39,0.17,0.28,0.49,0.98,0.91,0.22,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Solimann,https://ra.co/events/2149562,1,M01,2025-05-24T00:00:00.000,0.2,0.7,0.97,0.35,0.94,0.46,0.15,0.03,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Vertical67,https://ra.co/events/2150207,1,Giri,2025-05-24T00:00:00.000,0.0,0.77,0.77,0.67,0.2,0.99,0.11,0.21,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Lz MC Can,https://ra.co/events/2150207,1,Giri,2025-05-24T00:00:00.000,0.53,0.52,0.56,0.56,0.34,0.8,0.73,0.86,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Borusiade,https://ra.co/events/2162457,1,arkaoda Berlin,2025-05-24T00:00:00.000,0.2,0.37,0.19,0.86,0.47,0.78,0.32,0.74,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Dweedo,https://ra.co/events/2162457,1,arkaoda Berlin,2025-05-24T00:00:00.000,0.67,0.55,0.45,0.27,0.17,0.43,0.17,0.66,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
J.Wiltshire,https://ra.co/events/2162457,1,arkaoda Berlin,2025-05-24T00:00:00.000,0.38,0.65,0.71,0.26,0.33,0.28,0.65,0.86,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Parris,https://ra.co/events/2162457,1,arkaoda Berlin,2025-05-24T00:00:00.000,0.24,0.9,0.79,0.01,0.87,0.89,0.56,0.44,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Anderson (US),https://ra.co/events/2167937,1,TBA - Secret Location,2025-05-24T00:00:00.000,0.6,0.11,0.32,0.98,0.47,0.08,0.6,0.68,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Josefina Tapia (2),https://ra.co/events/2167937,1,TBA - Secret Location,2025-05-24T00:00:00.000,0.78,0.18,0.1,0.15,0.16,0.77,0.36,0.86,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Sauchelli,https://ra.co/events/2167937,1,TBA - Secret Location,2025-05-24T00:00:00.000,0.39,0.82,0.35,0.81,0.2,0.71,0.98,0.84,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DJ Zurückbleiben Bitte,https://ra.co/events/2167937,1,TBA - Secret Location,2025-05-24T00:00:00.000,0.66,0.56,0.89,0.73,0.49,0.72,0.65,0.52,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Diana May,https://ra.co/events/2160357,1,TBA,2025-05-24T00:00:00.000,0.3,0.94,0.24,0.93,0.32,0.28,0.14,0.5,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
JC Pacheco,https://ra.co/events/2173083,1,Donna Bar,2025-05-24T00:00:00.000,0.09,0.28,0.31,0.26,0.07,0.12,0.02,0.33,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
danielle dares,https://ra.co/events/2173083,1,Donna Bar,2025-05-24T00:00:00.000,0.25,0.02,0.63,0.86,0.54,0.48,0.38,0.46,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Seth Bogan,https://ra.co/events/2173083,1,Donna Bar,2025-05-24T00:00:00.000,0.74,0.77,0.84,0.95,0.25,0.18,0.95,0.49,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Tony Castello,https://ra.co/events/2137187,1,Insomnia,2025-05-24T00:00:00.000,0.75,0.63,0.58,0.59,0.43,0.38,0.84,0.19,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DJ Tragik,https://ra.co/events/2137187,1,Insomnia,2025-05-24T00:00:00.000,0.51,0.27,1.0,0.91,0.52,0.97,0.87,0.28,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
djbounty3000,https://ra.co/events/2173825,1,Gretchen,2025-05-24T00:00:00.000,0.25,0.57,0.82,0.06,0.63,0.62,0.76,0.31,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Nicolas Binder,https://ra.co/events/2075737,1,Strandbad Grünau,2025-05-24T00:00:00.000,0.82,0.16,0.78,0.31,0.46,0.19,0.95,0.16,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Caruan,https://ra.co/events/2171977,1,Club der Visionaere,2025-05-24T00:00:00.000,0.24,0.27,0.96,0.39,0.48,0.04,0.69,0.54,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Daox,https://ra.co/events/2171977,1,Club der Visionaere,2025-05-24T00:00:00.000,0.69,0.9,0.68,0.67,0.79,0.23,0.27,0.65,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Kalabrese,https://ra.co/events/2171977,1,Club der Visionaere,2025-05-24T00:00:00.000,0.09,0.88,0.27,0.63,0.78,0.42,0.98,0.85,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Markus Nikolai,https://ra.co/events/2171977,1,Club der Visionaere,2025-05-24T00:00:00.000,0.74,0.57,0.1,0.9,0.22,0.62,0.57,0.25,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Nastik (UA),https://ra.co/events/2171977,1,Club der Visionaere,2025-05-24T00:00:00.000,0.21,0.47,0.8,0.4,0.56,0.22,0.12,0.65,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Joohin,https://ra.co/events/2171977,1,Club der Visionaere,2025-05-24T00:00:00.000,0.67,0.71,0.5,0.34,0.84,0.33,0.65,0.43,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Kleinefrigo,https://ra.co/events/2172885,1,Chausseestrasse 131,2025-05-24T00:00:00.000,0.93,0.87,0.24,0.8,0.74,0.51,0.58,0.33,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
THE HOLY (1),https://ra.co/events/2172885,1,Chausseestrasse 131,2025-05-24T00:00:00.000,0.55,0.19,0.39,0.8,0.47,0.24,0.21,0.96,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Aton,https://ra.co/events/2169561,1,TBA - Secret Location,2025-05-24T00:00:00.000,0.81,0.12,0.64,0.43,0.74,0.01,0.87,0.57,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
cxtene,https://ra.co/events/2169561,1,TBA - Secret Location,2025-05-24T00:00:00.000,0.41,0.47,0.66,0.95,0.29,0.86,0.67,0.19,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Dean Denali,https://ra.co/events/2169561,1,TBA - Secret Location,2025-05-24T00:00:00.000,0.47,0.56,0.99,0.01,0.26,0.61,0.28,0.2,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
JC~FQ,https://ra.co/events/2169561,1,TBA - Secret Location,2025-05-24T00:00:00.000,0.72,0.2,0.91,0.21,0.18,0.49,0.38,0.17,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Ludovica Frauu,https://ra.co/events/2169561,1,TBA - Secret Location,2025-05-24T00:00:00.000,0.7,0.66,0.68,0.92,0.79,0.18,0.32,0.74,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
